query acc.ver,subject acc.ver,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score,% positives
seq_9_iron_aquisition-siderophore_synthesis,AAW34617.1,28.492,179,116,4,34,209,14,183,4.36e-09,53.1,52.51
seq_9_iron_aquisition-siderophore_synthesis,WP_014517118.1,39.706,68,36,1,1,68,1,63,7.02e-09,52.0,57.35
seq_9_iron_aquisition-siderophore_synthesis,WP_002818959.1,39.706,68,36,1,1,68,1,63,9.29e-09,51.6,57.35
seq_9_iron_aquisition-siderophore_synthesis,WP_002851179.1,39.706,68,36,1,1,68,1,63,1.13e-08,51.2,57.35
seq_9_iron_aquisition-siderophore_synthesis,WP_002858735.1,22.449,196,121,5,26,217,332,500,2.09e-07,48.5,43.88
seq_9_iron_aquisition-siderophore_synthesis,WP_002858735.1,31.579,57,39,0,15,71,5,61,0.003,35.8,56.14
seq_9_iron_aquisition-siderophore_synthesis,WP_002796878.1,22.449,196,121,5,26,217,332,500,3e-07,48.1,44.39
seq_9_iron_aquisition-siderophore_synthesis,WP_002796878.1,31.579,57,39,0,15,71,5,61,0.002,36.2,56.14
seq_9_iron_aquisition-siderophore_synthesis,WP_002866019.1,22.449,196,121,5,26,217,332,500,4.38e-07,47.4,43.88
seq_9_iron_aquisition-siderophore_synthesis,WP_002866019.1,31.579,57,39,0,15,71,5,61,0.003,36.2,56.14
seq_9_iron_aquisition-siderophore_synthesis,ETJ81816.1,36.066,61,39,0,25,85,17,77,9.93e-07,43.9,60.66
seq_9_iron_aquisition-siderophore_synthesis,ETJ82550.1,22.951,183,118,4,26,206,17,178,2.57e-06,44.7,46.45
seq_9_iron_aquisition-siderophore_synthesis,ETJ81817.1,40.0,65,39,0,145,209,15,79,3.19e-05,41.2,64.62
seq_9_iron_aquisition-siderophore_synthesis,WP_002869429.1,26.111,180,105,7,29,197,19,181,0.000227,38.5,43.33
seq_9_iron_aquisition-siderophore_synthesis,AAX99097.1,30.435,69,47,1,15,82,5,73,0.00023,37.4,55.07
seq_9_iron_aquisition-siderophore_synthesis,WP_002852965.1,26.111,180,105,7,29,197,19,181,0.000232,38.5,43.33
seq_9_iron_aquisition-siderophore_synthesis,EAQ72193.2,26.111,180,105,7,29,197,20,182,0.000235,38.5,43.33
seq_10_iron_aquisition-siderophore_synthesis,WP_002866868.1,99.153,236,2,0,1,236,1,236,1.01e-170,467.0,100.0
seq_10_iron_aquisition-siderophore_synthesis,WP_011050003.1,99.153,236,2,0,1,236,1,236,1.0399999999999998e-170,467.0,99.58
seq_10_iron_aquisition-siderophore_synthesis,WP_002922491.1,98.729,236,3,0,1,236,1,236,3.8599999999999994e-170,466.0,99.58
seq_10_iron_aquisition-siderophore_synthesis,WP_002865171.1,98.305,236,4,0,1,236,1,236,2.72e-169,463.0,99.58
seq_10_iron_aquisition-siderophore_synthesis,ABV53076.1,98.649,222,3,0,15,236,1,222,7.51e-161,442.0,100.0
seq_10_iron_aquisition-siderophore_synthesis,ETN90338.1,98.198,222,4,0,15,236,1,222,1.9500000000000003e-160,441.0,99.55
seq_10_iron_aquisition-siderophore_synthesis,WP_002866826.1,27.778,234,140,8,1,217,2,223,1.65e-15,72.4,49.15
seq_10_iron_aquisition-siderophore_synthesis,WP_002816233.1,32.743,226,114,11,22,235,24,223,5.77e-14,67.4,48.23
seq_10_iron_aquisition-siderophore_synthesis,WP_004308379.1,32.301,226,115,11,22,235,24,223,7.87e-14,67.0,48.23
seq_11_iron_aquisition-siderophore_synthesis,WP_002855865.1,98.339,542,8,1,1,541,1,542,0.0,1067.0,98.89
seq_11_iron_aquisition-siderophore_synthesis,WP_002851469.1,98.339,542,8,1,1,541,1,542,0.0,1067.0,98.89
seq_11_iron_aquisition-siderophore_synthesis,WP_002866874.1,97.97,542,10,1,1,541,1,542,0.0,1063.0,98.52
seq_11_iron_aquisition-siderophore_synthesis,WP_002858308.1,25.461,542,322,19,37,527,54,564,6.71e-19,87.4,44.46
seq_11_iron_aquisition-siderophore_synthesis,WP_002867213.1,25.646,542,321,19,37,527,54,564,8.37e-19,87.4,44.28
seq_11_iron_aquisition-siderophore_synthesis,WP_002852830.1,25.461,542,322,19,37,527,58,568,8.84e-19,87.0,44.46
seq_11_iron_aquisition-siderophore_synthesis,WP_002869380.1,25.83,542,320,19,37,527,54,564,1.03e-18,87.0,44.28
seq_11_iron_aquisition-siderophore_synthesis,WP_002877063.1,25.461,542,322,19,37,527,54,564,4.87e-18,84.7,44.1
seq_11_iron_aquisition-siderophore_synthesis,WP_002858782.1,23.951,572,360,23,2,529,16,556,1.95e-17,83.2,43.53
seq_11_iron_aquisition-siderophore_synthesis,WP_002860769.1,23.776,572,361,23,2,529,16,556,2.8e-17,82.4,43.53
seq_11_iron_aquisition-siderophore_synthesis,WP_002856849.1,30.081,246,133,6,321,533,2,241,3.57e-16,77.4,45.93
seq_11_iron_aquisition-siderophore_synthesis,WP_002893140.1,30.081,246,133,6,321,533,2,241,3.63e-16,77.4,45.93
seq_11_iron_aquisition-siderophore_synthesis,WP_002852619.1,30.081,246,133,6,321,533,2,241,3.98e-16,77.4,45.93
seq_11_iron_aquisition-siderophore_synthesis,WP_002867742.1,31.472,197,119,5,339,525,21,211,5.38e-16,76.3,50.25
seq_11_iron_aquisition-siderophore_synthesis,WP_002854406.1,31.472,197,119,5,339,525,21,211,6.46e-16,76.3,50.25
seq_11_iron_aquisition-siderophore_synthesis,ETJ84600.1,30.736,231,121,6,336,533,2,226,2.97e-15,74.7,46.32
seq_11_iron_aquisition-siderophore_synthesis,WP_002866826.1,28.326,233,137,7,320,526,3,231,4.93e-15,74.3,49.36
seq_11_iron_aquisition-siderophore_synthesis,WP_004308379.1,30.732,205,120,6,342,536,24,216,2.19e-14,71.6,50.73
seq_11_iron_aquisition-siderophore_synthesis,WP_002816233.1,30.732,205,120,6,342,536,24,216,3.22e-14,70.9,50.73
seq_11_iron_aquisition-siderophore_synthesis,WP_002831397.1,27.982,218,137,4,321,525,4,214,5.13e-12,64.7,48.62
seq_11_iron_aquisition-siderophore_synthesis,WP_002776579.1,27.982,218,137,4,321,525,4,214,6.21e-12,64.7,48.62
seq_11_iron_aquisition-siderophore_synthesis,WP_002851136.1,30.0,220,133,6,321,523,2,217,7.18e-12,63.5,47.73
seq_11_iron_aquisition-siderophore_synthesis,WP_002866594.1,30.0,220,133,6,321,523,2,217,1.08e-11,62.8,47.73
seq_11_iron_aquisition-siderophore_synthesis,WP_002856079.1,30.0,220,133,6,321,523,2,217,1.43e-11,62.8,47.27
seq_11_iron_aquisition-siderophore_synthesis,WP_002867308.1,25.561,223,136,5,321,523,2,214,3.32e-11,61.2,46.19
seq_11_iron_aquisition-siderophore_synthesis,AAW34617.1,29.592,196,118,4,343,525,14,202,3.42e-11,62.0,50.0
seq_11_iron_aquisition-siderophore_synthesis,WP_002858409.1,27.111,225,130,7,321,523,2,214,3.48e-11,61.2,46.67
seq_11_iron_aquisition-siderophore_synthesis,WP_002793288.1,27.523,218,138,4,321,525,4,214,3.96e-11,62.0,48.62
seq_11_iron_aquisition-siderophore_synthesis,WP_002886581.1,29.545,220,134,6,321,523,2,217,8.04e-11,60.5,47.27
seq_11_iron_aquisition-siderophore_synthesis,WP_002856278.1,26.667,225,131,7,321,523,2,214,2.55e-10,58.9,46.67
seq_11_iron_aquisition-siderophore_synthesis,WP_011049869.1,26.54,211,131,5,336,522,18,228,4.59e-10,58.2,45.97
seq_11_iron_aquisition-siderophore_synthesis,WP_002853599.1,26.54,211,131,5,336,522,18,228,5.83e-10,57.8,45.97
seq_11_iron_aquisition-siderophore_synthesis,WP_002852992.1,26.54,211,131,5,336,522,18,228,9.86e-10,57.0,45.5
seq_11_iron_aquisition-siderophore_synthesis,WP_002866772.1,25.792,221,138,7,321,523,2,214,1.35e-09,56.6,48.42
seq_11_iron_aquisition-siderophore_synthesis,WP_002869430.1,26.066,211,132,5,336,522,18,228,1.53e-09,56.6,45.97
seq_11_iron_aquisition-siderophore_synthesis,ETJ83153.1,24.876,201,117,6,336,523,17,196,1.91e-09,56.6,48.26
seq_11_iron_aquisition-siderophore_synthesis,AHK51526.1,24.876,201,117,6,336,523,17,196,2.04e-09,56.6,48.26
seq_11_iron_aquisition-siderophore_synthesis,WP_011812693.1,24.876,201,117,6,336,523,18,197,2.05e-09,56.6,48.26
seq_11_iron_aquisition-siderophore_synthesis,WP_010891842.1,24.876,201,117,6,336,523,18,197,2.15e-09,56.6,48.26
seq_11_iron_aquisition-siderophore_synthesis,ABV51766.1,24.876,201,117,6,336,523,17,196,3.35e-09,55.8,48.26
seq_11_iron_aquisition-siderophore_synthesis,WP_072238660.1,24.876,201,117,6,336,523,18,197,3.4e-09,55.8,48.26
seq_11_iron_aquisition-siderophore_synthesis,WP_002855252.1,26.415,212,135,7,339,536,22,226,4.21e-09,55.1,46.23
seq_11_iron_aquisition-siderophore_synthesis,AAW34561.1,26.415,212,135,7,339,536,25,229,4.34e-09,55.1,46.23
seq_11_iron_aquisition-siderophore_synthesis,AHK56919.1,26.415,212,135,7,339,536,30,234,5.05e-09,54.7,46.23
seq_11_iron_aquisition-siderophore_synthesis,WP_011049804.1,26.667,225,129,7,336,528,19,239,2.01e-08,54.7,43.11
seq_11_iron_aquisition-siderophore_synthesis,WP_002852425.1,26.667,225,129,7,336,528,19,239,2.45e-08,54.3,43.11
seq_11_iron_aquisition-siderophore_synthesis,ETJ82665.1,25.778,225,131,7,336,528,19,239,1.33e-07,51.2,42.67
seq_11_iron_aquisition-siderophore_synthesis,WP_002856890.1,25.778,225,131,7,336,528,19,239,1.74e-07,51.6,42.67
seq_11_iron_aquisition-siderophore_synthesis,WP_002868367.1,29.707,239,133,10,321,539,2,225,5.23e-07,49.3,44.35
seq_11_iron_aquisition-siderophore_synthesis,WP_002867877.1,29.707,239,133,10,321,539,2,225,6.19e-07,48.9,44.35
seq_11_iron_aquisition-siderophore_synthesis,WP_002865923.1,24.889,225,133,7,336,528,19,239,1.15e-06,48.9,42.67
seq_11_iron_aquisition-siderophore_synthesis,WP_012006789.1,28.571,231,146,8,321,539,2,225,4.95e-06,46.2,45.45
seq_11_iron_aquisition-siderophore_synthesis,WP_014516904.1,26.5,200,131,6,325,515,8,200,7.72e-06,45.4,45.0
seq_11_iron_aquisition-siderophore_synthesis,AAX99097.1,34.921,63,41,0,321,383,2,64,8.26e-06,42.7,53.97
seq_11_iron_aquisition-siderophore_synthesis,WP_002866752.1,26.5,200,131,6,325,515,8,200,1.21e-05,44.7,45.0
seq_11_iron_aquisition-siderophore_synthesis,WP_010891839.1,26.5,200,131,6,325,515,8,200,2.19e-05,43.9,45.0
seq_11_iron_aquisition-siderophore_synthesis,WP_002872129.1,26.5,200,131,6,325,515,8,200,2.21e-05,43.9,44.5
seq_11_iron_aquisition-siderophore_synthesis,WP_009881802.1,26.5,200,131,6,325,515,8,200,4.56e-05,43.1,44.0
seq_11_iron_aquisition-siderophore_synthesis,WP_002858735.1,46.667,45,24,0,339,383,20,64,5.18e-05,43.5,66.67
seq_11_iron_aquisition-siderophore_synthesis,WP_002866019.1,46.667,45,24,0,339,383,20,64,5.6e-05,43.5,66.67
seq_11_iron_aquisition-siderophore_synthesis,WP_002796878.1,46.667,45,24,0,339,383,20,64,5.7e-05,43.1,66.67
seq_11_iron_aquisition-siderophore_synthesis,AAW56184.1,34.146,82,51,2,446,525,36,116,6.58e-05,40.4,56.1
seq_11_iron_aquisition-siderophore_synthesis,ETJ81817.1,32.927,82,54,1,445,525,17,98,0.027,33.9,58.54
seq_12_iron_aquisition-siderophore_transport_potential,WP_002859784.1,77.432,257,58,0,1,257,1,257,1.9499999999999999e-149,415.0,89.49
seq_12_iron_aquisition-siderophore_transport_potential,WP_002867816.1,77.821,257,57,0,1,257,1,257,5.77e-149,414.0,89.49
seq_12_iron_aquisition-siderophore_transport_potential,WP_012006621.1,78.21,257,56,0,1,257,1,257,6.0099999999999995e-146,406.0,90.27
seq_12_iron_aquisition-siderophore_transport_potential,WP_002876984.1,77.821,257,57,0,1,257,1,257,2.98e-145,405.0,89.88
seq_12_iron_aquisition-siderophore_transport_potential,WP_002868764.1,77.432,257,58,0,1,257,1,257,1.38e-144,403.0,89.88
seq_13_iron_aquisition-siderophore_transport,WP_014516903.1,88.06,268,31,1,1,268,1,267,4.1899999999999996e-170,468.0,95.15
seq_13_iron_aquisition-siderophore_transport,WP_002857348.1,88.06,268,31,1,1,268,1,267,4.579999999999999e-170,468.0,95.15
seq_13_iron_aquisition-siderophore_transport,WP_002860605.1,88.06,268,31,1,1,268,1,267,1.0700000000000001e-169,467.0,95.15
seq_13_iron_aquisition-siderophore_transport,WP_010891838.1,86.94,268,34,1,1,268,1,267,5.34e-169,465.0,95.15
seq_13_iron_aquisition-siderophore_transport,WP_002851986.1,87.687,268,32,1,1,268,1,267,1.8e-168,464.0,94.4
seq_14_iron_aquisition-siderophore_transport,WP_002866753.1,60.204,294,107,2,1,284,1,294,3.64e-121,346.0,77.21
seq_14_iron_aquisition-siderophore_transport,WP_014516905.1,59.122,296,109,2,1,284,1,296,1.19e-119,342.0,75.68
seq_14_iron_aquisition-siderophore_transport,WP_002864655.1,58.784,296,110,2,1,284,1,296,2.95e-119,341.0,76.01
seq_14_iron_aquisition-siderophore_transport,WP_011049595.1,59.122,296,109,2,1,284,1,296,4.99e-119,341.0,75.68
seq_14_iron_aquisition-siderophore_transport,WP_002858739.1,58.108,296,112,2,1,284,1,296,5.71e-118,338.0,75.68
seq_14_iron_aquisition-siderophore_transport,ETN90170.1,61.712,222,76,1,72,284,1,222,1.01e-94,276.0,77.93
seq_14_iron_aquisition-siderophore_transport,ETN90171.1,53.333,45,21,0,1,45,1,45,9.68e-08,45.4,68.89
seq_15_iron_aquisition-siderophore_transport,WP_002858692.1,54.226,769,327,15,1,758,1,755,0.0,778.0,69.44
seq_15_iron_aquisition-siderophore_transport,WP_011049607.1,54.096,769,328,15,1,758,1,755,0.0,775.0,69.31
seq_15_iron_aquisition-siderophore_transport,WP_032603130.1,28.646,192,102,9,572,758,523,684,7.2e-05,43.9,42.19
seq_15_iron_aquisition-siderophore_transport,ABV52018.1,28.646,192,102,9,572,758,529,690,7.34e-05,43.9,42.19
seq_15_iron_aquisition-siderophore_transport,EAQ73281.2,28.866,194,99,10,572,758,543,704,9.71e-05,43.5,42.78
seq_15_iron_aquisition-siderophore_transport,WP_030123215.1,28.866,194,99,10,572,758,523,684,0.000101,43.1,42.78
seq_15_iron_aquisition-siderophore_transport,ETJ84331.1,28.866,194,99,10,572,758,529,690,0.000103,43.1,42.78
seq_16_iron_gene_regulation,WP_002876900.1,83.824,136,22,0,1,136,1,136,2.25e-83,238.0,94.12
seq_16_iron_gene_regulation,WP_002854244.1,83.824,136,22,0,1,136,1,136,3.77e-83,238.0,94.12
seq_16_iron_gene_regulation,WP_002858684.1,83.824,136,22,0,1,136,1,136,1.77e-82,236.0,93.38
seq_17_iron_gene_regulation,WP_002854230.1,97.452,157,3,1,1,156,1,157,1.76e-112,313.0,98.73
seq_17_iron_gene_regulation,WP_002867785.1,96.815,157,4,1,1,156,1,157,1.03e-111,311.0,98.09
seq_17_iron_gene_regulation,ETJ81859.1,97.468,79,2,0,1,79,1,79,2.52e-52,159.0,98.73
seq_17_iron_gene_regulation,ETJ81858.1,96.203,79,2,1,79,156,1,79,1.01e-51,157.0,97.47
seq_18_iron_aquisition-siderophore_transport,WP_002868903.1,88.718,390,44,0,1,390,1,390,0.0,657.0,95.38
seq_18_iron_aquisition-siderophore_transport,WP_002852311.1,90.374,374,36,0,17,390,17,390,0.0,644.0,96.79
seq_18_iron_aquisition-siderophore_transport,WP_002866477.1,90.374,374,36,0,17,390,17,390,0.0,643.0,96.52
seq_18_iron_aquisition-siderophore_transport,ETN90573.1,90.634,331,31,0,60,390,1,331,0.0,568.0,96.37
seq_18_iron_aquisition-siderophore_transport,ETN90572.1,66.667,39,13,0,1,39,1,39,2.99e-11,55.8,87.18
seq_19_iron_aquisition-siderophore_transport,WP_002856958.1,89.704,641,66,0,1,641,1,641,0.0,1171.0,96.41
seq_19_iron_aquisition-siderophore_transport,WP_002866478.1,89.548,641,67,0,1,641,1,641,0.0,1168.0,96.41
seq_19_iron_aquisition-siderophore_transport,WP_002858539.1,89.548,641,67,0,1,641,1,641,0.0,1167.0,96.26
seq_19_iron_aquisition-siderophore_transport,WP_011049744.1,89.548,641,67,0,1,641,1,641,0.0,1165.0,96.26
seq_19_iron_aquisition-siderophore_transport,ADN91790.1,45.755,212,112,1,1,212,5,213,3.79e-57,190.0,69.34
seq_19_iron_aquisition-siderophore_transport,WP_002860103.1,45.755,212,112,1,1,212,6,214,3.83e-57,190.0,69.34
seq_19_iron_aquisition-siderophore_transport,WP_079254165.1,45.755,212,112,1,1,212,6,214,4.03e-57,190.0,68.4
seq_19_iron_aquisition-siderophore_transport,WP_011050014.1,45.755,212,112,1,1,212,6,214,4.1200000000000003e-57,190.0,69.34
seq_19_iron_aquisition-siderophore_transport,ABV53162.1,45.755,212,112,1,1,212,5,213,4.2500000000000003e-57,190.0,68.4
seq_19_iron_aquisition-siderophore_transport,WP_002856849.1,32.372,312,179,8,1,285,1,307,2.19e-35,134.0,53.21
seq_19_iron_aquisition-siderophore_transport,WP_002852619.1,32.372,312,179,8,1,285,1,307,2.35e-35,134.0,53.21
seq_19_iron_aquisition-siderophore_transport,WP_002893140.1,32.372,312,179,8,1,285,1,307,2.3700000000000002e-35,134.0,53.21
seq_19_iron_aquisition-siderophore_transport,WP_002853259.1,36.607,224,130,5,1,218,1,218,2.91e-34,128.0,59.82
seq_19_iron_aquisition-siderophore_transport,WP_002865902.1,36.607,224,130,5,1,218,1,218,5.35e-34,127.0,59.38
seq_19_iron_aquisition-siderophore_transport,AAW35106.1,37.788,217,131,4,4,218,6,220,5.66e-34,127.0,59.45
seq_19_iron_aquisition-siderophore_transport,ABV52041.1,37.788,217,131,4,4,218,6,220,5.719999999999999e-34,127.0,59.45
seq_19_iron_aquisition-siderophore_transport,WP_002858600.1,37.788,217,131,4,4,218,6,220,8.019999999999999e-34,127.0,59.45
seq_19_iron_aquisition-siderophore_transport,ETJ84600.1,32.323,297,169,8,16,285,1,292,5.3000000000000004e-33,127.0,53.2
seq_19_iron_aquisition-siderophore_transport,WP_002866826.1,33.197,244,135,6,1,223,1,237,1.4e-32,127.0,53.69
seq_19_iron_aquisition-siderophore_transport,AAA02918.1,36.161,224,131,5,1,218,1,218,1.4700000000000002e-32,123.0,58.93
seq_19_iron_aquisition-siderophore_transport,WP_002877347.1,35.111,225,142,3,1,223,1,223,2.57e-32,122.0,56.89
seq_19_iron_aquisition-siderophore_transport,WP_011049810.1,35.556,225,141,3,1,223,1,223,4.1000000000000003e-32,122.0,56.89
seq_19_iron_aquisition-siderophore_transport,WP_002858785.1,35.111,225,142,3,1,223,1,223,6.18e-32,121.0,56.89
seq_19_iron_aquisition-siderophore_transport,WP_002856856.1,35.909,220,137,3,1,218,1,218,6.49e-32,121.0,57.27
seq_19_iron_aquisition-siderophore_transport,WP_012006736.1,33.846,195,122,2,16,209,17,205,1.18e-28,111.0,55.38
seq_19_iron_aquisition-siderophore_transport,WP_002856386.1,38.462,182,108,4,16,195,18,197,3.1699999999999998e-28,110.0,59.34
seq_19_iron_aquisition-siderophore_transport,WP_002853534.1,38.462,182,108,4,16,195,18,197,3.2e-28,110.0,59.34
seq_19_iron_aquisition-siderophore_transport,AHK51526.1,32.618,233,135,6,1,231,1,213,2.79e-27,110.0,54.94
seq_19_iron_aquisition-siderophore_transport,WP_010891842.1,32.618,233,135,6,1,231,2,214,2.82e-27,110.0,54.94
seq_19_iron_aquisition-siderophore_transport,WP_011812693.1,32.618,233,135,6,1,231,2,214,2.8400000000000003e-27,110.0,54.94
seq_19_iron_aquisition-siderophore_transport,ETJ83153.1,32.618,233,135,6,1,231,1,213,2.9000000000000004e-27,110.0,54.94
seq_19_iron_aquisition-siderophore_transport,WP_004308379.1,33.953,215,132,3,19,231,20,226,3.1300000000000002e-27,109.0,53.49
seq_19_iron_aquisition-siderophore_transport,WP_002867742.1,35.859,198,117,4,24,219,25,214,3.520000000000001e-27,109.0,55.56
seq_19_iron_aquisition-siderophore_transport,WP_002854406.1,35.859,198,117,4,24,219,25,214,4.03e-27,109.0,55.56
seq_19_iron_aquisition-siderophore_transport,WP_002816233.1,33.953,215,132,3,19,231,20,226,5.67e-27,108.0,53.49
seq_19_iron_aquisition-siderophore_transport,WP_072238660.1,33.047,233,134,6,1,231,2,214,7.5e-27,108.0,54.94
seq_19_iron_aquisition-siderophore_transport,ABV51766.1,33.047,233,134,6,1,231,1,213,8.090000000000001e-27,108.0,54.94
seq_19_iron_aquisition-siderophore_transport,WP_002867385.1,33.846,195,122,2,16,209,17,205,2.7300000000000003e-26,104.0,56.41
seq_19_iron_aquisition-siderophore_transport,WP_002852807.1,33.846,195,122,2,16,209,17,205,7.73e-26,103.0,55.9
seq_19_iron_aquisition-siderophore_transport,WP_010891917.1,33.846,195,122,2,16,209,17,205,1.4e-25,102.0,55.38
seq_19_iron_aquisition-siderophore_transport,WP_002776579.1,33.182,220,133,4,4,218,6,216,5.87e-24,100.0,57.73
seq_19_iron_aquisition-siderophore_transport,WP_002877063.1,31.776,214,122,6,12,214,360,560,1.2799999999999999e-23,102.0,57.01
seq_19_iron_aquisition-siderophore_transport,WP_002831397.1,32.727,220,134,4,4,218,6,216,1.86e-23,99.4,57.27
seq_19_iron_aquisition-siderophore_transport,WP_002869380.1,31.776,214,122,6,12,214,360,560,2e-23,102.0,56.54
seq_19_iron_aquisition-siderophore_transport,WP_002858308.1,31.308,214,123,6,12,214,360,560,2.2399999999999998e-23,102.0,56.54
seq_19_iron_aquisition-siderophore_transport,WP_002852830.1,31.308,214,123,6,12,214,364,564,2.26e-23,102.0,56.54
seq_19_iron_aquisition-siderophore_transport,WP_002851414.1,35.468,203,115,7,5,198,6,201,3.1799999999999997e-23,96.7,52.71
seq_19_iron_aquisition-siderophore_transport,WP_002868882.1,34.975,203,116,7,5,198,6,201,4.6599999999999993e-23,96.3,51.72
seq_19_iron_aquisition-siderophore_transport,WP_002860093.1,35.468,203,115,7,5,198,6,201,7.65e-23,95.5,52.22
seq_19_iron_aquisition-siderophore_transport,WP_002866848.1,34.975,203,116,7,5,198,6,201,1.36e-22,94.7,52.71
seq_19_iron_aquisition-siderophore_transport,WP_002867308.1,30.932,236,155,4,1,232,1,232,1.37e-22,95.1,50.42
seq_19_iron_aquisition-siderophore_transport,WP_002793288.1,32.727,220,134,4,4,218,6,216,1.53e-22,96.7,57.27
seq_19_iron_aquisition-siderophore_transport,WP_002866772.1,30.932,236,155,4,1,232,1,232,2.38e-22,94.4,50.42
seq_19_iron_aquisition-siderophore_transport,WP_002856278.1,30.932,236,155,4,1,232,1,232,3.68e-22,94.0,50.0
seq_19_iron_aquisition-siderophore_transport,WP_002858409.1,30.508,236,156,4,1,232,1,232,5.39e-22,93.6,50.0
seq_19_iron_aquisition-siderophore_transport,AAW34617.1,33.803,213,127,4,11,218,1,204,6.46e-22,94.7,57.75
seq_19_iron_aquisition-siderophore_transport,WP_002867213.1,30.841,214,124,6,12,214,360,560,7.810000000000001e-22,97.4,55.14
seq_19_iron_aquisition-siderophore_transport,WP_014516904.1,33.503,197,90,7,16,196,18,189,7.68e-21,90.9,54.31
seq_19_iron_aquisition-siderophore_transport,WP_002855252.1,30.374,214,141,4,20,230,22,230,1.17e-20,89.4,51.87
seq_19_iron_aquisition-siderophore_transport,AAW34561.1,30.374,214,141,4,20,230,25,233,1.2e-20,89.4,51.87
seq_19_iron_aquisition-siderophore_transport,AHK56919.1,30.374,214,141,4,20,230,30,238,1.41e-20,89.4,51.87
seq_19_iron_aquisition-siderophore_transport,WP_002866752.1,31.98,197,93,6,16,196,18,189,2.98e-20,89.0,53.3
seq_19_iron_aquisition-siderophore_transport,WP_010891839.1,32.995,197,91,7,16,196,18,189,7.62e-20,87.8,54.31
seq_19_iron_aquisition-siderophore_transport,WP_002872129.1,32.487,197,92,7,16,196,18,189,1.08e-19,87.4,54.31
seq_19_iron_aquisition-siderophore_transport,WP_009881802.1,32.487,197,92,7,16,196,18,189,2.63e-19,86.3,53.81
seq_19_iron_aquisition-siderophore_transport,WP_002866594.1,30.435,207,131,5,16,214,16,217,2.02e-18,83.2,53.62
seq_19_iron_aquisition-siderophore_transport,WP_002856079.1,30.435,207,131,5,16,214,16,217,2.08e-18,83.2,53.62
seq_19_iron_aquisition-siderophore_transport,WP_002886581.1,29.952,207,132,5,16,214,16,217,6.02e-18,81.6,53.14
seq_19_iron_aquisition-siderophore_transport,WP_002858782.1,25.833,240,155,6,13,240,352,580,7.78e-18,84.7,51.25
